Rk,School,G,W,L,W-L%,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,oORtg,oFTr,o3PAr,oTS%,oTRB%,oAST%,oSTL%,oBLK%,oeFG%,oTOV%,oORB%,oFT/FGA,Placing
174,Missouri NCAA,26,16,10,0.615,12.37,10.87,8,8,8,4,6,4,1909,1870,70.4,103.3,0.371,0.379,0.542,50.3,51.6,9.4,9,0.508,16.4,28.3,0.26,101.2,0.366,0.327,0.525,49.7,45.3,8.7,11.3,0.485,15.7,28.7,0.262,64
179,Morehead State NCAA,31,23,8,0.742,-0.95,-4.33,17,3,12,1,8,5,2132,1986,67.1,101.6,0.354,0.351,0.553,54.8,51.9,6.5,14.6,0.525,19.8,31.7,0.24,94.7,0.231,0.41,0.495,45.2,49.7,11.5,9.1,0.471,15.7,24.5,0.157,64
181,Mount St. Mary's NCAA,23,12,11,0.522,-5.67,-6.67,9,7,6,3,6,6,1454,1431,63.8,98,0.298,0.367,0.513,53.7,50.5,6.6,11.2,0.486,17.3,30.8,0.2,96.5,0.25,0.325,0.492,46.3,41.3,10.2,8.3,0.454,14,24.3,0.192,68
195,Norfolk State NCAA,25,17,8,0.68,-6.16,-8.51,8,4,7,4,6,3,1839,1742,72,101.7,0.37,0.357,0.53,49.6,47.9,9,10.3,0.492,15.6,27.3,0.261,96.3,0.395,0.452,0.517,50.4,55.3,7.7,9.9,0.475,18.6,28.5,0.277,64
197,North Carolina NCAA,29,18,11,0.621,14.79,9.52,10,6,10,1,3,7,2181,2028,71.8,104.8,0.342,0.279,0.514,56.8,55.3,9.8,12.8,0.483,16.6,40.6,0.228,97.4,0.269,0.384,0.519,43.2,51.2,11.9,10.1,0.491,16.8,26.2,0.187,64
203,North Texas NCAA,28,18,10,0.643,7.58,1.02,9,5,8,3,5,6,1954,1745,65.2,106.1,0.271,0.377,0.571,51.8,52,9.9,8.4,0.544,17.4,28.1,0.202,94.7,0.303,0.355,0.508,48.2,43.1,9.5,8.6,0.472,18.4,26.9,0.219,32
214,Ohio NCAA,25,17,8,0.68,5.48,-0.57,9,5,8,3,4,4,1980,1815,71.6,110.6,0.295,0.39,0.572,51.2,60,9,5.9,0.548,14.8,28.2,0.207,101.4,0.292,0.397,0.543,48.8,53.4,7.9,7,0.507,17.1,26.2,0.222,32
215,Ohio State NCAA,31,21,10,0.677,18.25,12.19,12,8,10,4,7,4,2392,2204,67.6,112.7,0.372,0.392,0.569,52.2,49.6,6.6,9.6,0.529,13.5,29.2,0.281,103.9,0.335,0.384,0.522,47.8,55.3,7,7.6,0.487,12.9,26.9,0.237,64
216,Oklahoma NCAA,27,16,11,0.593,13.52,8.86,9,8,10,3,4,7,2012,1886,69.2,106.2,0.293,0.382,0.542,49.7,49.7,10.2,9.8,0.508,13.7,26.7,0.218,99.6,0.237,0.384,0.521,50.3,47.6,8,8.1,0.491,16.2,27.4,0.178,32
217,Oklahoma State NCAA,30,21,9,0.7,13.65,9.78,11,7,10,3,8,4,2297,2181,73,102.7,0.376,0.322,0.547,51.5,47.2,10,11.3,0.512,18.2,31.1,0.267,97.5,0.314,0.373,0.508,48.5,48.3,10.8,11.2,0.471,17,29.8,0.226,64
220,Oral Roberts NCAA,29,18,11,0.621,1.73,-0.04,10,5,8,3,5,7,2352,2192,73.6,109.7,0.275,0.471,0.576,46.8,45.6,8.9,8.9,0.539,13.9,22.9,0.225,102.2,0.312,0.318,0.519,53.2,44.2,7.6,9,0.487,15.7,31.2,0.218,16
221,Oregon NCAA,28,21,7,0.75,16.15,9.65,14,4,11,2,7,2,2097,1915,68.2,109.9,0.26,0.376,0.565,50.8,49.9,10.9,10.7,0.542,14.7,28.8,0.185,100.3,0.267,0.389,0.541,49.2,54.7,7.2,7.6,0.508,17.9,27.3,0.204,16
222,Oregon State NCAA,33,20,13,0.606,11.48,10.82,10,10,10,6,4,6,2325,2232,66.2,105.7,0.349,0.35,0.541,50.5,59.8,8.7,10.5,0.498,15.1,29.9,0.265,101.4,0.38,0.387,0.523,49.5,54.3,8,7.7,0.481,15.8,29.1,0.275,8
232,Purdue NCAA,28,18,10,0.643,15.55,11.23,13,6,11,1,5,6,1989,1868,66.5,105.8,0.317,0.378,0.542,54.5,55.9,7.6,11.4,0.51,16,32.6,0.226,99.4,0.301,0.453,0.517,45.5,60,8.2,9.7,0.488,14.9,24.1,0.205,64
241,Rutgers NCAA,28,16,12,0.571,14.14,12.5,10,10,10,4,4,6,1939,1893,68.3,101,0.271,0.334,0.52,49.2,51.8,11.1,13.9,0.501,14.7,27.3,0.173,98.6,0.324,0.355,0.509,50.8,56.3,9.9,8.4,0.473,16.3,29.2,0.228,32
252,San Diego State NCAA,28,23,5,0.821,14.36,2.99,14,3,13,2,6,2,2062,1713,66.9,109.5,0.335,0.408,0.557,52.8,54.2,12.2,9.9,0.526,14.4,29,0.241,91,0.318,0.459,0.509,47.2,60.9,6.7,8.6,0.469,20,23.5,0.234,64
269,Southern California NCAA,33,25,8,0.758,20.5,10.65,15,5,13,2,7,3,2473,2148,67.7,109,0.363,0.31,0.551,54.4,50.7,6.9,12.9,0.528,15.4,34.4,0.235,94.7,0.241,0.351,0.482,45.6,53.8,8.2,6.9,0.449,14.6,27.7,0.177,8
275,St. Bonaventure NCAA,21,16,5,0.762,13.44,4.49,11,4,8,1,4,3,1471,1283,65.3,107.3,0.28,0.319,0.53,52.3,56.5,9,12.5,0.498,14,32.7,0.207,93.6,0.286,0.431,0.484,47.7,56.8,7.5,8,0.455,16.6,29,0.19,64
282,Syracuse NCAA,28,18,10,0.643,13.27,8.59,9,7,13,1,2,7,2095,1964,69.3,107.5,0.283,0.403,0.549,48.3,56.4,11.7,14.7,0.512,14.3,28.8,0.221,100.8,0.241,0.442,0.511,51.7,68.5,8.5,8.9,0.48,16.9,33.5,0.179,16
286,Tennessee NCAA,27,18,9,0.667,16.87,8.46,10,7,13,3,4,4,1941,1714,68.7,104.6,0.344,0.346,0.537,51.4,58.8,10.6,14.1,0.496,15.7,31.3,0.257,92.4,0.306,0.381,0.502,48.6,46.4,9.4,7.2,0.463,19.9,28.8,0.223,64
290,Texas NCAA,27,19,8,0.704,15.51,9.36,11,6,8,5,6,2,2008,1842,69.5,105.5,0.339,0.421,0.559,52.7,50.9,9.2,10.4,0.529,18,30.9,0.24,96.8,0.359,0.331,0.498,47.3,41.5,8.9,9.4,0.46,15.5,27.2,0.246,64
293,Texas Southern NCAA,26,17,9,0.654,-6.15,-9.03,10,3,8,2,5,6,1921,1806,73.9,99.6,0.379,0.271,0.521,53.4,45.2,9.4,12.1,0.482,17.8,31.9,0.265,93.6,0.334,0.39,0.499,46.6,50.2,8.6,8.2,0.461,17.3,25.8,0.234,64
295,Texas Tech NCAA,29,18,11,0.621,16.59,7.28,9,8,11,4,5,4,2103,1833,67.1,107.1,0.379,0.313,0.533,51.2,51.4,10.5,12.2,0.494,13.7,32.8,0.269,93.4,0.356,0.382,0.511,48.8,45,8.1,7.6,0.477,20.6,29.4,0.242,32
308,UC Santa Barbara NCAA,27,22,5,0.815,7.8,-2.08,15,3,11,0,8,4,2051,1696,67.2,112,0.34,0.34,0.575,54.2,59.3,10.9,7.5,0.541,14.2,29.5,0.256,92.6,0.266,0.321,0.509,45.8,46.2,6.8,5.7,0.474,18.3,22.4,0.198,64
310,UCLA NCAA,32,22,10,0.688,16.3,11.34,13,6,11,1,5,6,2349,2190,65.4,108.4,0.316,0.316,0.551,52.6,51.1,7.3,7.9,0.52,13.6,29.2,0.226,101,0.282,0.377,0.533,47.4,49.7,7.2,7.3,0.504,15.5,23.9,0.201,4
312,UNC Greensboro NCAA,30,21,9,0.7,3.48,-2.15,13,5,7,3,10,3,2189,2020,70.5,103.1,0.237,0.39,0.503,51.8,45,10.6,11.9,0.479,13.1,31.4,0.162,95.2,0.365,0.414,0.521,48.2,49.9,6.9,7,0.482,18.7,25.1,0.258,64
316,Utah State NCAA,29,20,9,0.69,10.99,1.32,13,4,10,2,5,3,2105,1808,69.5,104.4,0.299,0.322,0.532,57.3,60.7,9.6,14.9,0.5,16.9,35.4,0.216,89.7,0.252,0.405,0.492,42.7,52.2,9.5,8.8,0.458,17.7,21.3,0.187,64
324,Villanova NCAA,25,18,7,0.72,17.47,9.19,11,4,9,0,4,4,1870,1663,65.7,113.3,0.3,0.448,0.566,50.9,57.1,7.7,5.7,0.532,12.1,27.5,0.229,100.8,0.256,0.406,0.534,49.1,48.9,6.1,8.6,0.51,16.3,25.2,0.177,16
325,Virginia NCAA,25,18,7,0.72,15.27,7.59,13,4,10,1,6,3,1705,1513,60.8,111.5,0.217,0.427,0.583,51.7,54.8,8,13.4,0.554,13.5,22.6,0.177,99,0.248,0.375,0.512,48.3,52.9,8.1,7.6,0.48,13.6,22.4,0.185,64
326,Virginia Commonwealth NCAA,26,19,7,0.731,11.3,4.76,10,4,12,2,5,3,1864,1694,70.5,101.2,0.34,0.349,0.55,49.6,52.7,13,14.8,0.509,18.3,28,0.259,92,0.354,0.351,0.498,50.4,51.2,9.1,8.5,0.458,20.4,31,0.246,64
328,Virginia Tech NCAA,22,15,7,0.682,12.59,6.5,9,4,10,2,3,3,1585,1451,66.4,106.7,0.334,0.41,0.552,51.8,56.1,7.1,11.5,0.523,15.1,27.8,0.233,97.7,0.319,0.389,0.521,48.2,46,8.6,10,0.488,16,24.3,0.222,64
334,West Virginia NCAA,29,19,10,0.655,15.36,10.05,11,6,8,5,7,2,2243,2089,70.6,108.2,0.379,0.331,0.53,51.8,52.9,10.6,7.7,0.489,14.1,35.5,0.273,100.8,0.279,0.379,0.536,48.2,52.7,8.6,6.8,0.51,18.2,30.7,0.193,32
339,Wichita State NCAA,22,16,6,0.727,9.36,6.91,11,2,10,2,5,2,1572,1469,68.6,103,0.366,0.402,0.508,49,53.7,8.8,10,0.472,13.7,30.2,0.249,96.2,0.28,0.382,0.489,51,51,7.8,8,0.459,16,31.7,0.191,68
341,Winthrop NCAA,25,23,2,0.92,4.69,-7.15,17,1,11,1,10,0,1972,1676,72.5,108.8,0.356,0.393,0.555,56.1,53.8,10.3,6.5,0.526,16.4,35,0.245,92.5,0.344,0.368,0.52,43.9,43.6,8.1,9.5,0.491,19.8,21.8,0.229,64
342,Wisconsin NCAA,31,18,13,0.581,17.22,11.93,10,10,11,5,5,6,2167,2003,65.8,105.4,0.262,0.409,0.533,49,54,8.5,10.7,0.499,12.1,23.6,0.202,97.4,0.284,0.335,0.511,51,52.8,6.6,10.8,0.479,15.4,24.8,0.203,32
1,Abilene Christian NCAA,34,27,7,0.794,-1.91,-7.34,14,4,13,2,10,4,2502,2161,67.2,108.7,0.336,0.345,0.565,50.3,58.5,12.9,8,0.535,15.5,28.8,0.239,93.8,0.37,0.333,0.529,49.7,47.3,8.3,7.4,0.488,21.5,27.3,0.267,64
12,Arizona State NCAA,34,23,11,0.676,10.28,6.04,12,6,13,3,6,5,2638,2494,72.5,105.4,0.438,0.355,0.543,52.6,51.1,8.5,9.6,0.506,16.1,31.3,0.298,99.6,0.386,0.435,0.525,47.4,54.2,8.8,8.7,0.485,16.7,26.5,0.272,64
17,Auburn NCAA,40,30,10,0.75,20.84,10.92,11,7,15,2,4,6,3188,2750,69.2,114.1,0.312,0.494,0.569,49.2,52.1,13.2,15.6,0.543,14.3,31.6,0.221,98.4,0.359,0.435,0.545,50.8,52.2,8.1,11.7,0.512,21.3,31.7,0.254,4
20,Baylor NCAA,34,20,14,0.588,13.38,9.26,10,8,13,5,5,6,2442,2302,66.5,107.6,0.323,0.408,0.538,54.1,54.4,9.2,13.8,0.512,16.4,37.6,0.219,101.4,0.365,0.382,0.525,45.9,55.6,8.9,12.6,0.491,16.1,28.9,0.249,32
21,Belmont NCAA,33,27,6,0.818,9.12,-2.6,16,2,13,1,12,3,2868,2439,74.2,116.2,0.286,0.44,0.603,52.2,61.9,8.9,9.1,0.58,13.7,25.1,0.211,98.8,0.27,0.352,0.512,47.8,44.9,8.1,9.9,0.484,14.5,24.1,0.188,64
28,Bradley NCAA,35,20,15,0.571,-0.08,-0.9,9,9,10,6,5,8,2329,2285,66.2,100.2,0.359,0.348,0.531,50.7,52.1,8,11.6,0.497,16.7,26.9,0.248,98.3,0.351,0.398,0.518,49.3,53.3,8.4,7.4,0.477,16.4,26.2,0.254,64
33,Buffalo NCAA,36,32,4,0.889,15.56,2.62,16,2,14,0,12,3,3037,2550,74.5,112.8,0.327,0.436,0.561,52.4,55.3,9.8,10.1,0.535,13.8,31.8,0.225,94.7,0.315,0.363,0.509,47.6,40.6,7.1,8.5,0.474,18.1,26.3,0.221,32
50,Cincinnati NCAA,35,28,7,0.8,14.53,5.5,14,4,16,2,7,4,2510,2194,65,109.5,0.376,0.333,0.528,53.7,53.4,9.3,14.5,0.49,13.3,36.9,0.265,95.7,0.305,0.428,0.513,46.3,50.7,5.8,9.4,0.486,18.2,28.8,0.202,64
54,Colgate NCAA,35,24,11,0.686,1.23,-3.83,13,5,15,1,9,9,2648,2458,67.8,110.3,0.282,0.409,0.585,52.7,56.6,8.9,10,0.559,16.8,29.1,0.21,102.4,0.285,0.405,0.532,47.3,51.4,10.4,9.5,0.503,15.5,26.3,0.203,64
73,Duke NCAA,38,32,6,0.842,26.9,11.98,14,4,15,2,7,2,3143,2576,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228,92.3,0.24,0.349,0.479,46.2,49.9,8.7,8,0.45,16.7,29.1,0.167,8
84,FDU NCAA,35,21,14,0.6,-6.09,-7.24,12,6,13,4,7,9,2620,2515,68.7,107.5,0.362,0.347,0.576,49.3,52.8,10.7,10.5,0.544,17.3,28.8,0.263,103.2,0.298,0.387,0.54,50.7,52.1,8.9,9.2,0.513,17.9,31.9,0.207,64
85,Florida NCAA,36,20,16,0.556,15.42,11.22,9,9,9,6,5,6,2440,2289,64.7,103.7,0.299,0.433,0.53,49.2,51,10.9,11,0.498,15.4,30.6,0.216,97.3,0.336,0.381,0.515,50.8,48.3,9.4,9.1,0.481,19.2,32.1,0.233,32
90,Florida State NCAA,37,29,8,0.784,17.99,10.26,13,5,15,1,6,4,2771,2485,69.5,106.3,0.358,0.377,0.545,53.2,49.5,10.2,12.7,0.505,16.2,32.3,0.267,95.3,0.357,0.388,0.514,46.8,43.8,7.8,8.4,0.472,18,26.3,0.257,16
94,Gardner-Webb NCAA,35,23,12,0.657,-2.61,-4.43,11,6,13,0,8,9,2718,2468,68.5,110.9,0.378,0.366,0.587,49.2,52.6,9.7,8.8,0.558,15,24.5,0.269,100.7,0.276,0.453,0.519,50.8,54,8.4,8.2,0.488,16.5,30,0.198,64
100,Georgia State NCAA,34,24,10,0.706,2.44,0.65,13,5,13,1,7,7,2598,2491,71.3,107.1,0.353,0.436,0.565,45.4,46,11.1,14,0.543,14.5,23.1,0.235,102.7,0.308,0.451,0.53,54.6,58.7,7,9.7,0.499,17.9,33.8,0.216,64
102,Gonzaga NCAA,37,33,4,0.892,27.79,5.01,16,0,17,0,9,1,3243,2400,71.7,122.2,0.353,0.353,0.62,54.7,56.8,10.5,13.9,0.59,13.1,30.4,0.269,90.4,0.259,0.349,0.474,45.3,41.4,7.6,5.8,0.442,16.5,26,0.18,8
113,Houston NCAA,37,33,4,0.892,18.91,4.61,16,2,19,1,10,1,2787,2258,67.3,111.8,0.316,0.426,0.55,54.9,55.8,9.6,13.4,0.521,13.9,33.8,0.222,90.6,0.373,0.411,0.471,45.1,49.9,7.8,6.4,0.425,15.9,25.5,0.259,16
124,Iona NCAA,33,17,16,0.515,-4.78,-5.5,12,6,8,3,5,9,2532,2508,71.4,107.4,0.368,0.445,0.568,48,50.4,9.5,7.7,0.53,15.4,24.3,0.275,106.4,0.285,0.424,0.547,52,55.4,7.6,11.2,0.523,16,29.8,0.195,64
125,Iowa NCAA,35,23,12,0.657,14.27,9.84,10,10,14,4,4,6,2740,2585,70.2,110.4,0.423,0.39,0.569,50.6,59.3,8.5,9,0.527,15.1,29.5,0.313,104.1,0.288,0.412,0.54,49.4,57.8,9.3,7.9,0.515,16,29,0.199,32
126,Iowa State NCAA,35,23,12,0.657,18.07,9.3,9,9,12,4,5,6,2692,2385,68.2,112.7,0.3,0.396,0.575,50.3,54.1,10.3,12.5,0.548,13.9,28.4,0.22,99.9,0.236,0.392,0.511,49.7,49.9,7.7,7.4,0.484,15.9,30.1,0.169,64
132,Kansas NCAA,36,26,10,0.722,18.35,12.79,12,6,16,0,3,8,2725,2525,70.3,106.5,0.325,0.349,0.555,52.1,48.3,9.5,10.9,0.526,16.1,29.9,0.229,98.7,0.278,0.418,0.507,47.9,52.7,9.3,8.9,0.478,15.4,27.8,0.191,32
134,Kansas State NCAA,34,25,9,0.735,15.39,9.18,14,4,13,2,7,5,2236,2025,64.9,101.3,0.306,0.384,0.52,50.9,57.6,11.6,7.7,0.493,15.2,28.4,0.204,91.7,0.307,0.429,0.511,49.1,54.5,9.6,8.2,0.482,20.3,25.6,0.207,64
137,Kentucky NCAA,37,30,7,0.811,21.43,10.29,15,3,17,1,8,2,2806,2394,67.3,111.9,0.419,0.296,0.571,56.9,51.2,8.8,13.4,0.53,15.9,36.4,0.31,95.5,0.268,0.386,0.498,43.1,47.9,8.6,7.8,0.466,15.7,25.2,0.189,8
142,Liberty NCAA,36,29,7,0.806,5.27,-3.88,14,2,16,1,11,3,2654,2209,65.4,112.8,0.265,0.442,0.596,51.5,55.2,9.5,8.1,0.569,15.1,25.1,0.205,93.9,0.31,0.376,0.508,48.5,45.9,8.2,8.8,0.478,18.2,24.9,0.21,32
149,Louisiana State NCAA,35,28,7,0.8,16.5,9.16,16,2,15,2,9,1,2815,2558,70.6,111.1,0.371,0.342,0.553,53,45.7,12.2,11.8,0.512,15.1,36.2,0.279,100.9,0.331,0.4,0.53,47,45,8.9,7.9,0.499,17.4,30.2,0.229,16
152,Louisville NCAA,34,20,14,0.588,17.28,11.04,10,8,14,4,5,6,2536,2324,68.4,107.4,0.349,0.437,0.553,52.4,53.6,6.3,7.9,0.509,15.2,29,0.271,98.4,0.32,0.372,0.503,47.6,47.9,8.3,10.6,0.468,14.1,25.7,0.223,64
159,Marquette NCAA,34,24,10,0.706,14.78,6.96,12,6,16,3,6,4,2629,2363,70.7,108.2,0.351,0.417,0.572,53,51.1,6.9,11.2,0.535,16.9,29.1,0.266,97.3,0.359,0.356,0.5,47,51,9.7,8.9,0.463,14.5,26.2,0.244,64
161,Maryland NCAA,34,23,11,0.676,16.01,10.09,13,7,15,3,6,5,2429,2228,66.6,107.3,0.328,0.37,0.55,56,52.1,6.5,13.4,0.514,16.5,34,0.244,98.4,0.266,0.394,0.493,44,51.9,10.4,9.8,0.459,12.3,24.7,0.193,32
171,Michigan NCAA,37,30,7,0.811,21.82,10.55,15,5,17,1,7,4,2575,2158,65.4,106.5,0.275,0.399,0.542,50.7,54.4,9.3,10.3,0.516,12.3,23.9,0.193,89.2,0.241,0.301,0.467,49.3,45.8,6.1,9.6,0.441,15.8,24.1,0.16,16
172,Michigan State NCAA,39,32,7,0.821,24.93,12.34,16,4,15,1,8,4,3025,2534,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16,33.2,0.253,94.8,0.275,0.372,0.471,43.9,51.9,9.1,8.4,0.439,12.9,25.7,0.187,4
175,Minnesota NCAA,36,22,14,0.611,12.52,11.27,9,11,14,3,2,9,2543,2498,67.9,103.7,0.416,0.296,0.521,51.2,59,7.1,10.1,0.482,14.6,30.9,0.283,101.8,0.282,0.339,0.523,48.8,50.8,8.5,10.9,0.495,14.7,27.9,0.195,32
176,Mississippi NCAA,33,20,13,0.606,12.32,8.13,10,8,11,5,6,5,2485,2347,69.2,108.4,0.309,0.399,0.568,51.1,54.2,10.2,9.6,0.531,16,30.1,0.242,102.4,0.335,0.345,0.542,48.9,55.2,8.9,9.8,0.51,17.9,29.2,0.236,64
177,Mississippi State NCAA,34,23,11,0.676,15.96,9.07,10,8,14,3,5,5,2628,2394,68.6,111.9,0.326,0.391,0.574,52.8,51.4,11.7,14,0.546,16.5,34.6,0.234,102,0.321,0.366,0.536,47.2,50.6,8.5,10.1,0.503,17,29.4,0.23,64
182,Montana NCAA,35,26,9,0.743,1.5,-5.05,16,4,12,2,9,5,2665,2397,68.6,110.6,0.313,0.385,0.585,51.8,52.3,9.5,8.8,0.564,15.4,26.6,0.216,99.5,0.36,0.365,0.537,48.2,45.3,8.1,8,0.494,17.5,24.5,0.27,64
187,Murray State NCAA,33,28,5,0.848,8.96,-3.11,16,2,15,1,10,3,2727,2255,71.8,115,0.335,0.364,0.586,52.1,59.8,10.5,11.5,0.557,14.7,31.3,0.246,95.1,0.274,0.354,0.495,47.9,45.2,8.4,9.2,0.461,16.9,29.6,0.197,32
191,Nevada NCAA,34,29,5,0.853,16,2.68,15,3,15,0,9,3,2723,2270,70.7,113.2,0.408,0.428,0.57,51.8,53.9,8.8,11.2,0.537,12.9,27.1,0.289,94.4,0.28,0.399,0.505,48.2,51.7,6.6,7.4,0.477,17,24.7,0.189,64
195,New Mexico State NCAA,35,30,5,0.857,10.05,-2.38,15,1,16,1,10,1,2734,2259,68.3,113.9,0.341,0.467,0.562,57.2,53.4,8.2,8.1,0.538,14.7,36.7,0.231,94.1,0.325,0.401,0.52,42.8,39.2,7.2,5.9,0.486,17.5,20.8,0.228,64
202,North Carolina NCAA,36,29,7,0.806,23.94,11.35,16,2,14,2,11,1,3089,2636,75.9,112.7,0.302,0.358,0.56,56.6,60.6,9.2,9.5,0.529,14.6,34.8,0.224,96.1,0.284,0.438,0.517,43.4,54.2,8.8,11,0.489,16.4,22.4,0.193,16
204,North Carolina Central NCAA,34,18,16,0.529,-11.53,-11.24,10,6,10,2,4,12,2429,2266,68.5,104,0.334,0.361,0.545,54.8,60.2,8.9,7.5,0.512,18.8,35.1,0.239,97,0.305,0.352,0.518,45.2,53.2,8.5,10,0.491,17.1,26.2,0.205,68
206,North Dakota State NCAA,35,19,16,0.543,-4.01,-2.07,9,7,10,3,4,9,2556,2541,66.8,108.5,0.318,0.472,0.576,48.7,46,6.8,6.6,0.54,14.2,20.6,0.247,107.9,0.259,0.353,0.554,51.3,45.2,7.7,9.4,0.525,13,24.5,0.194,64
209,Northeastern NCAA,34,23,11,0.676,3.95,-0.7,14,4,11,2,8,6,2564,2406,66.3,111.7,0.343,0.464,0.597,49.7,54.5,9.2,6,0.565,15.1,22.5,0.258,104.8,0.278,0.359,0.55,50.3,45.3,8.1,7.4,0.521,14.9,24.5,0.204,64
214,Northern Kentucky NCAA,35,26,9,0.743,4.67,-2.39,13,5,17,1,7,7,2747,2410,70,111.4,0.354,0.412,0.574,53.2,60.5,8.8,11.5,0.553,15.6,30.6,0.236,97.7,0.348,0.392,0.52,46.8,51.3,8.4,11.1,0.481,16.8,25.3,0.251,64
220,Ohio State NCAA,35,20,15,0.571,13.89,11,8,12,12,6,4,7,2419,2318,66.7,103.2,0.337,0.401,0.54,50.9,58.9,8.8,7,0.503,16.4,27.6,0.247,98.9,0.318,0.374,0.522,49.1,50.1,9.3,9.2,0.483,16.1,25.8,0.235,32
221,Oklahoma NCAA,34,20,14,0.588,15.3,12.21,7,11,11,4,5,7,2423,2318,69.3,102.4,0.313,0.331,0.534,50.2,48.7,8.6,8.3,0.504,15,25.6,0.218,98,0.231,0.413,0.498,49.8,49.8,9.5,9.5,0.475,14.9,27.8,0.156,32
223,Old Dominion NCAA,35,26,9,0.743,3.74,-1.18,13,5,14,2,8,4,2300,2128,65.6,100.2,0.289,0.373,0.499,53.2,53.3,8.6,14.3,0.471,15,31.8,0.192,92.7,0.324,0.405,0.489,46.8,52.9,7.4,6.8,0.456,16.3,24.4,0.216,64
226,Oregon NCAA,38,25,13,0.658,13.95,6.13,10,8,13,4,5,7,2661,2364,65.5,106.2,0.294,0.395,0.549,51.1,52.3,11.6,14.6,0.52,15.4,29.1,0.212,94.4,0.339,0.454,0.502,48.9,55.1,7.9,8,0.464,18.2,28.2,0.238,16
235,Prairie View NCAA,35,22,13,0.629,-7.29,-9.17,17,1,11,0,9,12,2627,2547,72.5,103.5,0.425,0.341,0.53,46.7,49.3,12.2,4.6,0.493,15.2,29.8,0.289,100.3,0.464,0.36,0.553,53.3,51.6,6.9,11.2,0.514,21.7,34.1,0.321,68
239,Purdue NCAA,36,26,10,0.722,21.4,11.99,16,4,15,0,6,6,2760,2421,66.1,114.4,0.299,0.455,0.563,53.7,53.6,9.1,12.6,0.536,13.5,33.8,0.215,100.4,0.317,0.432,0.527,46.3,53.5,7.4,11.6,0.49,16.3,26.5,0.232,8
253,Saint Louis NCAA,36,23,13,0.639,5.06,2.23,10,8,15,2,4,8,2399,2297,67,99.4,0.394,0.329,0.492,54.5,53.8,10.5,11.9,0.467,16,35.7,0.236,95.2,0.335,0.376,0.509,45.5,54.8,8.9,10.1,0.469,17.1,24.6,0.242,64
254,Saint Mary's (CA) NCAA,34,22,12,0.647,12.58,4.4,11,5,14,3,5,5,2463,2185,64.3,112.2,0.291,0.352,0.568,54.4,37.9,9.2,6.9,0.538,14.1,30.8,0.216,99.6,0.291,0.316,0.523,45.6,43.1,7.6,9.2,0.489,14.6,22.8,0.214,64
265,Seton Hall NCAA,34,20,14,0.588,10.25,8.34,9,9,11,4,3,8,2508,2443,70.1,104,0.345,0.367,0.533,50,51.7,9.7,11.2,0.499,15.2,29.6,0.243,101.4,0.328,0.402,0.535,50,53.1,8.1,11.7,0.496,17.3,29.2,0.244,64
285,St. John's (NY) NCAA,34,21,13,0.618,7.88,5.5,8,10,13,4,4,7,2623,2542,72.6,105,0.295,0.385,0.548,45.8,50,12.1,9.8,0.518,13,21.4,0.212,101.8,0.397,0.422,0.545,54.2,54.2,7,6.4,0.507,18.5,29.2,0.282,68
290,Syracuse NCAA,34,20,14,0.588,13.73,10.09,10,8,13,6,6,4,2370,2246,67.2,103.4,0.368,0.432,0.529,48.4,50.5,12.1,16.8,0.496,15.9,30,0.252,98,0.343,0.481,0.52,51.6,67.8,9.8,9.9,0.48,19.6,33.3,0.247,64
292,Temple NCAA,33,23,10,0.697,8.17,4.93,13,5,13,2,8,5,2465,2358,70.5,104.4,0.325,0.374,0.534,48.2,54.5,12,6.2,0.499,13.8,26.1,0.236,99.9,0.339,0.383,0.535,51.8,50.1,7.7,6.8,0.506,18,28.4,0.23,68
293,Tennessee NCAA,37,31,6,0.838,21.55,10.16,15,3,18,0,7,3,3035,2580,69.4,116.1,0.333,0.32,0.587,52.3,59.7,8.5,15.2,0.554,13.7,30.9,0.251,98.7,0.343,0.406,0.504,47.7,51.2,8.8,6.3,0.475,15.6,29.4,0.224,16
302,Texas Tech NCAA,38,31,7,0.816,22.79,9.53,14,4,17,1,6,3,2765,2261,67.6,106.9,0.329,0.36,0.567,50.8,52.3,10.7,15.4,0.535,15.8,26.3,0.241,87.4,0.367,0.403,0.475,49.2,49.5,9.2,7,0.43,19.8,27.5,0.255,2
312,UC Irvine NCAA,37,31,6,0.838,5.7,-2.3,15,1,12,2,13,2,2675,2353,66.2,107.8,0.296,0.325,0.543,54.8,48.5,8.5,10.9,0.516,15.2,34,0.208,94.8,0.33,0.338,0.48,45.2,43.9,7.8,7.1,0.439,14.6,26.7,0.233,32
315,UCF NCAA,33,24,9,0.727,13.37,5.58,13,5,15,2,5,5,2385,2128,67.3,107.1,0.453,0.356,0.557,51.5,53.6,8.5,12.6,0.529,15.5,29,0.294,95.5,0.292,0.384,0.482,48.5,53.5,8.5,8.1,0.454,15.3,29.2,0.189,32
